date,confirmed,fatalities,new_case,growth_factor,mortality
2020-11-21,45751440,1113645,403000,0.8662605488179735,0.024341201063835367
2020-11-22,46087919,1119746,336479,0.8349354838709677,0.024295868077706003
2020-11-23,46431694,1127087,343775,1.021683373999566,0.02427408743691324
2020-11-24,46841120,1137512,409426,1.190970838484474,0.02428447483749321
2020-11-25,47288764,1147315,447644,1.0933453175909689,0.02426189443225879
2020-11-26,47752820,1156728,464056,1.0366630626122544,0.02422323959087652
2020-11-27,48226038,1166475,473218,1.0197433068422777,0.024187659786607394
2020-11-28,48650520,1174323,424482,0.8970115253434991,0.024137933160837746
2020-11-29,48993205,1180368,342685,0.8073016052506349,0.024092483845463877
2020-11-30,49333020,1187788,339815,0.99162496169952,0.02407693670486826
2020-12-01,49751783,1197845,418763,1.2323264129011373,0.024076423552498612
2020-12-02,50193790,1207508,442007,1.0555063365197022,0.02405692018873251
2020-12-03,50657911,1217031,464121,1.050030881863862,0.024024500339147423
2020-12-04,51102159,1226743,444248,0.9571814246715835,0.02400569807627893
2020-12-05,51522032,1234599,419873,0.9451319983432678,0.023962544800251666
2020-12-06,51873487,1240591,351455,0.8370507272437142,0.023915704760699815
2020-12-07,52190755,1247571,317268,0.9027272339275298,0.023904061169454247
2020-12-08,52603483,1257127,412728,1.3008812738757138,0.023898170393013708
2020-12-09,53044294,1266539,440811,1.0680423911147292,0.023877007393104336
2020-12-10,54303908,1276110,1259614,2.8574922132160947,0.023499413707020866
2020-12-11,54761213,1285577,457305,0.36305169678965143,0.023476050466595764
2020-12-12,55172654,1293546,411441,0.8997080722931086,0.02344541917450627
2020-12-13,55509369,1299279,336715,0.8183797919993389,0.023406481165368677
2020-12-14,55831611,1306646,322242,0.9570170619069539,0.02340333686591992
2020-12-15,56252377,1317350,420766,1.3057453714909912,0.02341856593900023
2020-12-16,56732639,1327215,480262,1.1413992575445735,0.023394205229903018
2020-12-17,57224976,1336991,492337,1.0251425263710225,0.023363766897866414
2020-12-18,57686245,1346679,461269,0.9368968816075168,0.023344889236593575
2020-12-19,58099388,1354680,413143,0.8956660863834335,0.023316596725597178
2020-12-20,58438799,1360780,339411,0.8215339482939321,0.023285557254521947
2020-12-21,58781220,1368388,342421,1.008868304209351,0.023279339898015047
2020-12-22,59226728,1379166,445508,1.3010533816559149,0.02328620956403332
2020-12-23,59684909,1389392,458181,1.0284461782953394,0.023278782246279373
2020-12-24,60150815,1397948,465906,1.0168601491550282,0.023240715857299688
2020-12-25,60516500,1405050,365685,0.7848900851244671,0.023217634859914238
2020-12-26,60799535,1410467,283035,0.7739858074572378,0.02319864781860585
2020-12-27,61071784,1416308,272249,0.9618916388432526,0.02319087321896475
2020-12-28,61387392,1423894,315608,1.1592622929744463,0.02319521897916758
2020-12-29,61842943,1435217,455551,1.4434076449266178,0.023207449878315137
2020-12-30,62362085,1446613,519142,1.1395913959139592,0.02319699541796911
2020-12-31,62843755,1456182,481670,0.9278193634882171,0.02317146707735717
2021-01-01,63221637,1463644,377882,0.7845246745697262,0.023150998130592536
2021-01-02,63542598,1469454,320961,0.8493683213278219,0.023125494491112876
2021-01-03,63850909,1475249,308311,0.9605871118297862,0.023104588847748433
2021-01-04,64210426,1483056,359517,1.1660855434934205,0.02309680985452425
2021-01-05,64707997,1494527,497571,1.383998531362912,0.023096480640561322
2021-01-06,65227277,1505496,519280,1.0436299543180771,0.023080773400980695
2021-01-07,65821463,1516271,594186,1.144249730395933,0.023036118173186154
2021-01-08,66319603,1527174,498140,0.8383570127872417,0.023027490077104352
2021-01-09,66810489,1536488,490886,0.985437828722849,0.022997706243401392
2021-01-10,67178342,1542735,367853,0.7493654331148168,0.022964767424596456
2021-01-11,67574100,1550818,395758,1.0758591067627559,0.02294988760486636
2021-01-12,68046018,1563274,471918,1.1924408350557665,0.022973776364107006
2021-01-13,68555669,1575755,509651,1.079956687390606,0.022985043002060123
2021-01-14,69067330,1586975,511661,1.0039438753186003,0.02297721657982146
2021-01-15,69583681,1598010,516351,1.0091662252937004,0.0229652984296706
2021-01-16,70014073,1607707,430392,0.8335260317109873,0.02296262638512689
2021-01-17,70358059,1614329,343986,0.7992388334355657,0.02294447889757732
2021-01-18,70722586,1622078,364527,1.059714639549284,0.022935784616246922
2021-01-19,71148008,1635764,425422,1.167052097649831,0.02299100208118265
2021-01-20,71650450,1649051,502442,1.1810437636041389,0.023015221816471493
2021-01-21,72106566,1661476,456116,0.907798313039117,0.023041951547103215
2021-01-22,72568331,1673455,461765,1.0123850073226985,0.023060403580178798
2021-01-23,72959583,1683286,391252,0.8472967851612834,0.023071486030834358
2021-01-24,73268898,1690214,309315,0.7905774283581937,0.02306864230440589
2021-01-25,73608215,1698816,339317,1.0969949727623942,0.023079163106998316
2021-01-26,74011267,1711998,403052,1.1878332061169938,0.023131586167819556
2021-01-27,74450686,1724612,439419,1.0902290523307165,0.023164487698608984
2021-01-28,74890299,1737416,439613,1.000441492061108,0.02319948008219329
2021-01-29,75307764,1748565,417465,0.9496193242693005,0.023218920694551493
2021-01-30,75675784,1759220,368020,0.8815589330842106,0.02324680243814851
2021-01-31,75941227,1765264,265443,0.7212733003641106,0.02324513402976752
2021-02-01,76247443,1773287,306216,1.1536035985126751,0.023257002861066436
2021-02-02,76586046,1784576,338603,1.1057652114847036,0.023301581596208792
2021-02-03,76982103,1796262,396057,1.169679536212024,0.023333501294450217
2021-02-04,77319930,1804917,337827,0.8529757080420243,0.02334348983502701
2021-02-05,77716058,1817665,396128,1.1725764962539997,0.02338853831212077
2021-02-06,77979934,1825049,263876,0.6661382179497536,0.02340408495344456
2021-02-07,78284395,1831524,304461,1.1538033015507283,0.02339577383206449
2021-02-08,78505989,1838158,221594,0.7278239249033538,0.02341423913530979
2021-02-09,78834562,1850518,328573,1.4827702916143939,0.023473435420368036
2021-02-10,79170663,1860508,336101,1.0229111947725467,0.02349996740585588
2021-02-11,79501884,1870674,331221,0.9854805549522316,0.023529932951022896
2021-02-12,79827993,1880123,326109,0.9845661959839503,0.023552176740808204
2021-02-13,80109562,1887645,281569,0.8634198994814617,0.023563291982547602
2021-02-14,80334810,1892810,225248,0.7999744290031928,0.02356151710572291
2021-02-15,80561969,1898693,227159,1.00848398209973,0.02356810569016753
2021-02-16,80844720,1907757,282751,1.2447272615216654,0.023597793399494735
2021-02-17,81166543,1916633,321823,1.1381851876739604,0.023613584232606778
2021-02-18,81496108,1925401,329565,1.0240567019759308,0.02362568038218463
2021-02-19,81825339,1933730,329231,0.9989865428671127,0.023632410493282525
2021-02-20,82120624,1940368,295285,0.8968930629254231,0.023628266633726504
2021-02-21,82374704,1944945,254080,0.8604568467751494,0.023610949788663276
2021-02-22,82603426,1950519,228722,0.9001967884130982,0.023613052078493693
2021-02-23,82916150,1959374,312724,1.3672668129869447,0.02363078845315418
2021-02-24,83282863,1968143,366713,1.1726410508947187,0.023632028596327195
2021-02-25,83648796,1975793,365933,0.9978729960486811,0.02362010087987399
2021-02-26,83986127,1983389,337331,0.9218381506997183,0.02361567405054885
